id,audio_file,speaker,region,dialect,language,duration_seconds,transcript,text
audio_00174,audio_00174.wav,Amina,South Asia,Arabic-accented English,English,98.37,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_00175,audio_00175.wav,Mira,Latin America,Indian English,English,113.7,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_00176,audio_00176.wav,Lina,Western Europe,French-accented English,English,74.47,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_00177,audio_00177.wav,Leo,Oceania,British English,English,131.94,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_00178,audio_00178.wav,Lina,Central Asia,French-accented English,English,58.07,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_00179,audio_00179.wav,Emil,East Africa,African English,English,73.91,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_00180,audio_00180.wav,Aisha,North America,Arabic-accented English,English,29.72,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_00181,audio_00181.wav,Daniel,North America,British English,English,31.92,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_00182,audio_00182.wav,Mira,North America,Standard English,English,96.0,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_00183,audio_00183.wav,Nora,Eastern Europe,Spanish-accented English,English,23.0,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_00184,audio_00184.wav,Zara,North America,Arabic-accented English,English,98.93,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_00185,audio_00185.wav,Daniel,North America,Arabic-accented English,English,111.96,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_00186,audio_00186.wav,Leo,Middle East,Spanish-accented English,English,45.03,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_00187,audio_00187.wav,Zara,Western Europe,Arabic-accented English,English,125.96,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_00188,audio_00188.wav,Lina,Western Europe,British English,English,107.95,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_00189,audio_00189.wav,Sofia,South East Asia,Arabic-accented English,English,33.17,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_00190,audio_00190.wav,Sofia,South East Asia,Australian English,English,12.91,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_00191,audio_00191.wav,Leo,North America,French-accented English,English,124.37,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
