id,image_id,title,year,era,location,artifact_type,subject,caption,text
hist_00083,img_00083,London Manuscript - 1270,1270,Medieval Period,London,manuscript,city planning,"A manuscript from London depicting city planning during the medieval period around 1270. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Manuscript - 1270. This object was discovered in London and relates to city planning. It dates to approximately 1270, representing a period of cultural, trade, or political activity."
hist_00084,img_00084,London Document - 1648,1648,Colonial Period,London,document,cultural festival,"A document from London depicting cultural festival during the colonial period around 1648. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Document - 1648. This object was discovered in London and relates to cultural festival. It dates to approximately 1648, representing a period of cultural, trade, or political activity."
hist_00085,img_00085,Alexandria Document - 1869,1869,Colonial Period,Alexandria,document,trade route,"A document from Alexandria depicting trade route during the colonial period around 1869. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Document - 1869. This object was discovered in Alexandria and relates to trade route. It dates to approximately 1869, representing a period of cultural, trade, or political activity."
hist_00086,img_00086,Nanjing Artifact - 1506,1506,Medieval Period,Nanjing,artifact,royal ceremony,"A artifact from Nanjing depicting royal ceremony during the medieval period around 1506. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Artifact - 1506. This object was discovered in Nanjing and relates to royal ceremony. It dates to approximately 1506, representing a period of cultural, trade, or political activity."
hist_00087,img_00087,Constantinople Photograph - 1470,1470,Colonial Period,Constantinople,photograph,royal ceremony,"A photograph from Constantinople depicting royal ceremony during the colonial period around 1470. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Photograph - 1470. This object was discovered in Constantinople and relates to royal ceremony. It dates to approximately 1470, representing a period of cultural, trade, or political activity."
hist_00088,img_00088,Beijing Coin - 1359,1359,Medieval Period,Beijing,coin,harbor activity,"A coin from Beijing depicting harbor activity during the medieval period around 1359. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Coin - 1359. This object was discovered in Beijing and relates to harbor activity. It dates to approximately 1359, representing a period of cultural, trade, or political activity."
hist_00089,img_00089,Alexandria Statue - 1934,1934,Modern Century,Alexandria,statue,battlefield,"A statue from Alexandria depicting battlefield during the modern century around 1934. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Statue - 1934. This object was discovered in Alexandria and relates to battlefield. It dates to approximately 1934, representing a period of cultural, trade, or political activity."
hist_00090,img_00090,London Document - 1470,1470,Ancient Era,London,document,colonial exchange,"A document from London depicting colonial exchange during the ancient era around 1470. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Document - 1470. This object was discovered in London and relates to colonial exchange. It dates to approximately 1470, representing a period of cultural, trade, or political activity."
hist_00091,img_00091,Venice Artifact - 1294,1294,Early Modern Era,Venice,artifact,religious procession,"A artifact from Venice depicting religious procession during the early modern era around 1294. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Artifact - 1294. This object was discovered in Venice and relates to religious procession. It dates to approximately 1294, representing a period of cultural, trade, or political activity."
hist_00092,img_00092,Mughal court Painting - 1245,1245,Medieval Period,Mughal court,painting,city planning,"A painting from Mughal court depicting city planning during the medieval period around 1245. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Painting - 1245. This object was discovered in Mughal court and relates to city planning. It dates to approximately 1245, representing a period of cultural, trade, or political activity."
hist_00093,img_00093,Constantinople Coin - 1852,1852,Industrial Age,Constantinople,coin,market scene,"A coin from Constantinople depicting market scene during the industrial age around 1852. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Coin - 1852. This object was discovered in Constantinople and relates to market scene. It dates to approximately 1852, representing a period of cultural, trade, or political activity."
